日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）
"	20200601-20200630","93520763586875043	","2020-06-28 12:19:22	",11秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单完成,配送中,否,239.00,94.00,0.00,150.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,94.00,145.00,145.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-28 12:58:43	",
"	20200601-20200630","93520762871595796	","2020-06-30 11:50:04	",25秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单完成,配送中,否,229.00,89.00,0.00,145.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,89.00,140.00,140.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元	",否,已回复,"谢谢您，只要您满意开心就好，我们做的一切都是值得的^_^，喜欢我们就收藏我们吧~保证让您一次比一次惊喜~O(∩_∩)O哈哈~	",0.00分,0.00,"2020-06-30 16:23:50	",
"	20200601-20200630","93520760127887422	","2020-06-30 12:04:18	",12秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单完成,配送中,否,239.00,99.00,0.00,145.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,99.00,140.00,140.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价99.0元	",否,已回复,"看到您满意，就是我们最大的欣慰了(*^__^*) ，能为您传达爱和心意，让收花人开心，让您放心，就是我们不断努力的动力来源！祝您生活美满，购物愉快！欢迎再次光临哦 亲亲~	",0.00分,0.00,"2020-06-30 16:22:37	",
"	20200601-20200630","93552731813158088	","2020-06-23 08:54:01	",515秒,"花香时刻鲜花店	","9355273	","西安	",在线支付,订单完成,配送中,否,239.00,93.00,0.00,151.00,"感恩父亲节	",【温暖】11枝粉玫瑰鲜花花束,,,1,239.00,93.00,146.00,146.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【温暖】11枝粉玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-23 14:22:16	",
"	20200601-20200630","93648230362605194	","2020-06-27 15:11:20	",33秒,"花颜花艺生活馆	","9364823	","青岛	",在线支付,订单完成,配送中,否,299.00,194.00,0.00,110.00,"开业花篮	",【日进斗金】三脚架开业花篮一对,,,1,299.00,194.00,105.00,105.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减100.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-27 22:10:20	",
"	20200601-20200630","93660914028531005	","2020-06-24 15:32:43	",164秒,"海霞花艺	","9366091	","遵义	",在线支付,订单完成,配送中,否,130.00,74.00,0.00,61.00,"向日葵花语	",【一心一意】3枝向日葵鲜花小花束,,"48	",1,129.00,74.00,55.00,55.00,0.00,否,0,0.00,0.00,1.00,是,"满100.0元减50.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减5.0元/减配送费3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-24 22:15:26	",
"	20200601-20200630","93660912218359854	","2020-06-25 10:23:16	",190秒,"海霞花艺	","9366091	","遵义	",在线支付,订单完成,配送中,否,240.00,104.00,0.00,141.00,"感恩父亲节	",【问候】3枝向日葵+7枝香槟玫瑰鲜花花束,,,1,239.00,104.00,135.00,135.00,0.00,否,0,0.00,0.00,1.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【问候】3枝向日葵+7枝香槟玫瑰鲜花花束原价239.0元现价109.0元/门店新客立减5.0元/减配送费3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-25 15:15:14	",
"	20200601-20200630","93660910362605194	","2020-06-27 12:15:24	",137秒,"海霞花艺	","9366091	","遵义	",在线支付,订单完成,配送中,否,260.00,121.00,0.00,144.00,"爱情告白	",【深情眷恋】11枝蓝色妖姬鲜花礼盒,,,1,259.00,121.00,138.00,138.00,0.00,否,0,0.00,0.00,1.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【深情眷恋】11枝蓝色妖姬鲜花礼盒原价259.0元现价129.0元/门店新客立减5.0元/减配送费3.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,"感谢您选择我们，相信我们，支持我们。不管是什么时候，我们都在不停地改变和进步，期待您的每一次光临~祝您生活愉快	",0.00分,0.00,"2020-06-27 14:21:58	",
"	20200601-20200630","93707111813158088	","2020-06-23 16:03:06	",52秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,否,239.00,76.00,0.00,168.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,76.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-23 22:44:34	",
"	20200601-20200630","93707110661252444	","2020-06-23 16:03:41	",23秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-23 22:42:20	",
"	20200601-20200630","93707111985649877	","2020-06-23 16:16:42	",32秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,否,239.00,76.00,0.00,168.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,76.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-23 22:45:08	",
"	20200601-20200630","93707113257997866	","2020-06-24 22:12:05	",0秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,是,239.00,74.00,0.00,170.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-25 15:15:03	",
"	20200601-20200630","93707110661192173	","2020-06-25 12:44:32	",34秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,否,239.00,79.00,0.00,165.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,79.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元	",否,未回复,,0.00分,0.00,"2020-06-25 20:19:56	",
"	20200601-20200630","93707112434275222	","2020-06-25 13:10:08	",174秒,"夏沫鲜花（文峰路店）	","9370711	","青岛	",在线支付,订单完成,配送中,否,239.00,74.00,0.00,170.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-25 20:41:37	",
"	20200601-20200630","93828671562630905	","2020-06-26 12:19:27	",67秒,"维罗纳花坊	","9382867	","长春	",在线支付,订单完成,配送中,否,239.00,94.00,0.00,150.00,"感恩父亲节	",【和蔼可亲】11枝粉玫瑰礼盒,,,1,239.00,94.00,145.00,145.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【和蔼可亲】11枝粉玫瑰礼盒原价239.0元现价99.0元/门店新客立减5.0元	",否,已回复,"谢谢您的肯定与好评，在您的鼓励下相信我们会做的更出色的，期待您的再次光临，祝您生活愉快，天天开心哦~O(∩_∩)O~	",0.00分,0.00,"2020-06-26 13:03:58	",
"	20200601-20200630","93828670362605194	","2020-06-27 14:32:42	",41秒,"维罗纳花坊	","9382867	","长春	",在线支付,订单完成,配送中,否,239.00,84.00,0.00,160.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,84.00,155.00,155.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价89.0元/门店新客立减5.0元	",否,已回复,"感谢您对我们的高度认可，我们始终认为客户第一的哦，为您提供优质的服务是每一位客服都应该做到的呢。祝您万事如意……	",0.00分,0.00,"2020-06-27 15:27:59	",
"	20200601-20200630","93828672871595796	","2020-06-30 14:17:41	",20秒,"维罗纳花坊	","9382867	","长春	",在线支付,订单完成,配送中,否,229.00,76.00,0.00,158.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,76.00,153.00,153.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价79.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,"感谢您对我们的高度认可，我们始终认为客户第一的哦，为您提供优质的服务是每一位客服都应该做到的呢。祝您万事如意……	",0.00分,0.00,"2020-06-30 16:48:02	",
"	20200601-20200630","93850394028531005	","2020-06-24 09:47:11	",29秒,"惜缘花业	","9385039	","菏泽	",在线支付,订单取消,用户提交订单,否,181.00,64.00,0.00,122.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,180.00,64.00,116.00,116.00,0.00,否,0,0.00,0.00,1.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价180.0元现价69.0元/门店新客立减5.0元/减配送费3.0元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93850412871595796	","2020-06-30 19:52:03	",20秒,"拾贰花艺	","9385041	","黄冈	",在线支付,订单完成,配送中,否,99.00,99.00,0.00,0.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,99.00,99.00,0.00,0.00,0.00,否,0,0.00,0.00,0.00,否,,否,已回复,,0.00分,0.00,"2020-07-01 01:30:56	",
"	20200601-20200630","93852131562630905	","2020-06-26 17:43:33	",238秒,"娜娜花屋	","9385213	","宝鸡	",在线支付,订单完成,配送中,否,229.00,64.00,0.00,170.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,64.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减5.0元	",否,未回复,,0.00分,0.00,"2020-06-26 23:58:20	",
"	20200601-20200630","93852132871595796	","2020-06-30 16:18:19	",46秒,"娜娜花屋	","9385213	","宝鸡	",在线支付,订单完成,配送中,否,229.00,69.00,0.00,165.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,69.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元	",否,已回复,"O(∩_∩)O哈哈~ 你好我好大家好呀~谢谢您对小店的鼓励哦~有缘千里美团聚，动动可爱的小手收藏我们吧，不见不散等您哦~	",0.00分,0.00,"2020-06-30 20:35:29	",
"	20200601-20200630","93940793586875043	","2020-06-28 20:01:30	",175秒,"花言草语	","9394079	","昭通	",在线支付,订单完成,用户提交订单,否,239.00,84.00,0.00,160.00,"爱情告白	",【一吻之间】11枝红玫瑰鲜花花束,,,1,239.00,84.00,155.00,155.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一吻之间】11枝红玫瑰鲜花花束原价239.0元现价89.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-28 21:37:32	",
"	20200601-20200630","93940791046535479	","2020-06-28 22:34:33	",295秒,"花言草语	","9394079	","昭通	",在线支付,订单完成,配送中,否,259.00,144.00,0.00,120.00,"满天星辰	",【情投意合】蓝色满天星鲜花花束,,"37	",1,259.00,144.00,115.00,115.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【情投意合】蓝色满天星鲜花花束原价259.0元现价149.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-29 03:23:51	",
"	20200601-20200630","93942660362605194	","2020-06-27 16:41:42	",16秒,"花仙谷鲜花店	","9394266	","黄冈	",在线支付,订单完成,配送中,否,229.00,64.00,0.00,170.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,64.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减5.0元	",否,已回复,"您喜欢就好的，我们知道您订购的绝不仅仅是一束鲜花，而是您的一份深情，能为您完美的传递这份感情是我们应该并努力做到的。希望在您心中，我们是一家您可以信赖的花店！祝您开心快乐每一天！	",0.00分,0.00,"2020-06-27 21:04:04	",
"	20200601-20200630","94154942871595796	","2020-06-30 17:39:50	",0秒,"九月花艺	","9415494	","青岛	",在线支付,订单完成,配送中,是,230.00,69.00,0.00,166.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,69.00,160.00,160.00,0.00,否,0,0.00,0.00,1.00,是,"满36.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/减配送费3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-07-01 16:27:13	",
"	20200601-20200630","94156113126568044	","2020-06-29 16:28:51	",94秒,"圣格花艺	","9415611	","佳木斯	",在线支付,订单完成,配送中,否,239.00,104.00,0.00,140.00,"感恩父亲节	",【一身正气】6枝向日葵鲜花花束,,,1,239.00,104.00,135.00,135.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一身正气】6枝向日葵鲜花花束原价239.0元现价109.0元/门店新客立减5.0元	",否,未回复,,0.00分,0.00,"2020-06-29 16:41:39	",
"	20200601-20200630","94156112871595796	","2020-06-30 15:50:59	",63秒,"圣格花艺	","9415611	","佳木斯	",在线支付,订单完成,用户提交订单,否,259.00,119.00,0.00,145.00,"毕业季	",【惊鸿】19枝香槟玫瑰鲜花花束毕业季花礼,,,1,259.00,119.00,140.00,140.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【惊鸿】19枝香槟玫瑰鲜花花束毕业季花礼原价259.0元现价119.0元	",否,已回复,"您喜欢就好的，我们知道您订购的绝不仅仅是一束鲜花，而是您的一份深情，能为您完美的传递这份感情是我们应该并努力做到的。希望在您心中，我们是一家您可以信赖的花店！祝您开心快乐每一天！	",0.00分,0.00,"2020-06-30 18:27:28	",
"	20200601-20200630","94156153126568044	","2020-06-29 18:13:43	",31秒,"一花一木花艺生活馆	","9415615	","海口	",在线支付,订单完成,配送中,否,468.00,143.00,0.00,330.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,76.33,162.67,162.67,0.00,否,0,0.00,0.00,0.00,是,"满36.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-30 00:04:31	",
"	20200601-20200630","94156153126568044	","2020-06-29 18:13:43	",31秒,"一花一木花艺生活馆	","9415615	","海口	",在线支付,订单完成,配送中,否,468.00,143.00,0.00,330.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.67,162.33,162.33,0.00,否,0,0.00,0.00,0.00,是,"满36.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-30 00:04:31	",
"	20200601-20200630","94219540127887422	","2020-06-30 11:27:00	",170秒,"江东花卉市场	","9421954	","重庆	",在线支付,订单完成,配送中,否,229.00,69.00,0.00,165.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,69.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元	",否,已回复,"谢谢您，只要您满意开心就好，我们做的一切都是值得的^_^，喜欢我们就收藏我们吧~保证让您一次比一次惊喜~O(∩_∩)O哈哈~	",0.00分,0.00,"2020-06-30 13:26:34	",
